TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,AUX_LEFT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,,,ToB
19:09:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected MuseS-49EC,,,19:10:11
19:09:44,0,0.475179253,0.690991974,0,0,0.011136928,0.621481403,0,0,0.086914359,0.217935,0,0,0.87696914,-0.187270599,0,0,0.517057284,-0.171435832,0,129.3406593,805.8608059,812.7106227,130.952381,837.2893773,726.8864469,-0.07019,-0.260681,0.940674,4.538422,-7.252502,-1.375732,1,4,1,1,4,100,,,,
19:09:44,0,0.475179253,0.690991974,0,0,0.011136928,0.621481403,0,0,0.086914359,0.217935,0,0,0.87696914,-0.187270599,0,0,0.517057284,-0.171435832,0,1438.058608,800.2197802,807.4725275,1421.135531,835.6776557,733.3333333,-0.07019,-0.260681,0.940674,4.538422,-7.252502,-1.375732,1,4,1,1,4,100,,,,
19:09:44,0,0.475179253,0.690991974,0,0,0.011136928,0.621481403,0,0,0.086914359,0.217935,0,0,0.87696914,-0.187270599,0,0,0.517057284,-0.171435832,0,272.7838828,790.5494505,807.8754579,259.8901099,795.7875458,728.4981685,-0.07019,-0.260681,0.940674,4.538422,-7.252502,-1.375732,1,4,1,1,4,100,,,,
19:09:44,0,0.475179253,0.690991974,0,0,0.011136928,0.621481403,0,0,0.086914359,0.217935,0,0,0.87696914,-0.187270599,0,0,0.517057284,-0.171435832,0,0,790.1465201,811.0989011,0,837.2893773,727.2893773,-0.07019,-0.260681,0.940674,4.538422,-7.252502,-1.375732,1,4,1,1,4,100,,,,
19:09:44,0,0.475179253,0.690991974,0,0,0.011136928,0.621481403,0,0,0.086914359,0.217935,0,0,0.87696914,-0.187270599,0,0,0.517057284,-0.171435832,0,1013.772894,801.025641,809.4871795,1014.175824,878.7912088,811.0989011,-0.07019,-0.260681,0.940674,4.538422,-7.252502,-1.375732,1,4,1,1,4,100,,,,
19:09:44,0,0.475179253,0.690991974,0,0,0.011136928,0.621481403,0,0,0.086914359,0.217935,0,0,0.87696914,-0.187270599,0,0,0.517057284,-0.171435832,0,111.6117216,804.2490842,805.8608059,108.7912088,806.6666667,1014.981685,-0.07019,-0.260681,0.940674,4.538422,-7.252502,-1.375732,1,4,1,1,4,100,,,,
19:09:44,0,0.475179253,0.690991974,0,0,0.011136928,0.621481403,0,0,0.086914359,0.217935,0,0,0.87696914,-0.187270599,0,0,0.517057284,-0.171435832,0,1485.201465,793.3699634,801.4285714,1486.410256,766.7765568,1054.871795,-0.07019,-0.260681,0.940674,4.538422,-7.252502,-1.375732,1,4,1,1,4,100,,,,
19:09:44,0,0.475179253,0.690991974,0,0,0.011136928,0.621481403,0,0,0.086914359,0.217935,0,0,0.87696914,-0.187270599,0,0,0.517057284,-0.171435832,0,389.2307692,780.8791209,801.4285714,389.2307692,790.1465201,912.6373626,-0.07019,-0.260681,0.940674,4.538422,-7.252502,-1.375732,1,4,1,1,4,100,,,,
19:09:44,0,0.475179253,0.690991974,0,0,0.011136928,0.621481403,0,0,0.086914359,0.217935,0,0,0.87696914,-0.187270599,0,0,0.517057284,-0.171435832,0,0,795.3846154,800.2197802,0,780.0732601,640.2564103,-0.07019,-0.260681,0.940674,4.538422,-7.252502,-1.375732,1,4,1,1,4,100,,,,
19:09:44,0,0.475179253,0.690991974,0,0,0.011136928,0.621481403,0,0,0.086914359,0.217935,0,0,0.87696914,-0.187270599,0,0,0.517057284,-0.171435832,0,633.4065934,833.6630037,802.6373626,618.0952381,785.7142857,650.3296703,-0.07019,-0.260681,0.940674,4.538422,-7.252502,-1.375732,1,4,1,1,4,100,,,,
