TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,AUX_LEFT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,,,ToB
19:15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected MuseS-49EC,,,19:15:50
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,686.996337,784.1025641,817.1428571,509.3040293,793.7728938,649.5238095,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,737.7655678,796.1904762,821.1721612,580.6227106,713.1868132,551.6117216,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,826.8131868,817.5457875,826.4102564,723.6630037,757.9120879,693.8461538,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,851.7948718,822.7838828,826.4102564,738.1684982,869.9267399,838.4981685,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,779.6703297,803.4432234,817.1428571,599.5604396,797.3992674,761.1355311,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,703.5164835,783.2967033,805.8608059,529.4505495,762.7472527,861.0622711,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,724.4688645,787.3260073,812.7106227,600.7692308,788.5347985,950.5128205,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,833.2600733,813.1135531,820.3663004,734.1391941,766.7765568,948.9010989,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,861.0622711,819.96337,820.7692308,749.047619,735.3479853,776.8498168,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,794.5787546,785.7142857,819.96337,642.2710623,812.3076923,629.3772894,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,714.7985348,768.3882784,822.3809524,573.7728938,827.2161172,638.6446886,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,711.5750916,780.8791209,824.3956044,598.7545788,731.3186813,617.2893773,-0.398254,0.028503,0.871887,9.10675,-0.740204,-3.252411,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,801.025641,802.6373626,834.8717949,724.0659341,782.8937729,712.7838828,-0.408508,0.051392,0.865662,6.243134,0.590668,-5.001984,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,854.2124542,809.4871795,829.6336996,759.9267399,833.2600733,750.6593407,-0.408508,0.051392,0.865662,6.243134,0.590668,-5.001984,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,782.4908425,793.3699634,814.7252747,641.8681319,786.9230769,729.3040293,-0.408508,0.051392,0.865662,6.243134,0.590668,-5.001984,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,699.8901099,781.6849817,815.5311355,550.8058608,759.9267399,674.9084249,-0.408508,0.051392,0.865662,6.243134,0.590668,-5.001984,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,708.7545788,784.1025641,814.7252747,580.6227106,737.7655678,668.4615385,-0.408508,0.051392,0.865662,6.243134,0.590668,-5.001984,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,799.4139194,797.8021978,822.7838828,730.5128205,759.5238095,918.6813187,-0.408508,0.051392,0.865662,6.243134,0.590668,-5.001984,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,857.8388278,804.2490842,827.2161172,807.0695971,819.5604396,1107.252747,-0.408508,0.051392,0.865662,6.243134,0.590668,-5.001984,1,2,1,1,2,100,,,,
19:15:40,1.449839509,0.858120845,0.448057419,0,1.36553622,0.718136177,0.060231207,0,1.239623636,0.717664824,0.297564767,0,0.861625719,1.031549936,0.123419991,0,0.346043056,0.738166236,0.021483138,0,788.9377289,797.3992674,819.1575092,696.6666667,815.9340659,1036.336996,-0.408508,0.051392,0.865662,6.243134,0.590668,-5.001984,1,2,1,1,2,100,,,,
