,freq,RAW_AF7,RAW_AF8,subject
0,0.0,6.89618770006777,1.2203453675703853,_1.
1,1.0,26.55811130873686,6.856099938732031,_1.
2,2.0,19.33937901632155,6.447892157255737,_1.
3,3.0,5.898038905957177,2.8018783426572234,_1.
4,4.0,5.446852611481881,4.587441155298626,_1.
