,freq,RAW_AF7,RAW_AF8,subject
0,0.0,3.8526133586683473,0.5499390291823929,_1.
1,1.0,23.174175176722322,3.807267857446633,_1.
2,2.0,28.13266099773976,6.475578577664197,_1.
3,3.0,23.078790196811863,5.497241735211297,_1.
4,4.0,22.52817736353289,4.2782518852178955,_1.
